ID,Sentence,Micaela,Shantina,Danyi,Gold
021_2830-3150,"“I want to be clear that the material in Chief Cochran’s book is not representative of my personal beliefs, and is inconsistent with the Administration’s work to make Atlanta a more welcoming city for all of her citizens -- regardless of their sexual orientation, gender, race and religious beliefs,” Mayor Reed wrote.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_3153-3250,So what in the world did Cochran write that was so offensive to the mayor and the LGBT community?,RH-QUESTION,RH-QUESTION,RH-QUESTION,RH-QUESTION
021_3254-3787,"According to the GA Voice, a publication that covers the LGBT community, there were two items that caused concern:    “Uncleanness – whatever is opposite of purity; including sodomy, homosexuality, lesbianism, pederasty, bestiality, all other forms of sexual perversion.”    “Naked men refuse to give in, so they pursue sexual fulfillment through multiple partners, with the opposite sex, the same sex, and sex outside of marriage and many other vile, vulgar and inappropriate ways which defile their body – temple and dishonor God.”",FACT-TESTIMONY,FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY
021_3791-3881,Cochran said he referenced homosexuality on less than a half a page in the 160-page book.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_3884-3930,"“I did not single out homosexuality,” he said.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_3931-4110,‘I simply spoke to sex being created by God for pro-creation and He intended it to be between a man and a woman in holy matrimony – and that any other sex outside of that is sin.”,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_4114-4248,Cochran told me that someone within the department obtained a copy of the book and took it to openly-gay city council member Alex Wan.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_4252-4448,Wan released a statement supporting Cochran’s termination and said it “sends a strong message to employees about how much we value diversity and how we adhere to a non-discriminatory environment.”,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_4452-4599,The book caused a firestorm within Atlanta’s LGBT community and there were many calls for him to be fired – a decision the mayor finally agreed to.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
021_4603-4658,"“I guess they got what they asked for,” Cochran said.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_4660-4793,Georgia Equality Executive Director Jeff Graham told GA Voice Cochran’s “anti- gay” views could result in a hostile work environment.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_4797-4901,"“This is not about his religious views but his about his ability to lead a diverse work force,” he said.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_4902-5033,“It’s unfortunate that this had to happen. I feel the mayor has done the right thing to ensure all employees are treated fairly.”,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_5035-5133,"The allegations against Cochran amount to a he-said, he-said between the fire chief and the mayor.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
021_5136-5204,Reed said that he had no knowledge that Cochran was writing a book.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_5205-5391,"However, Cochran said the director of Atlanta’s ethics office had not only given him permission to write the book, but to also mention in his biography that he was the city’s fire chief.",FACT-TESTIMONY,FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY
021_5395-5538,"Cochran said he gave a copy of the book to Mayor Reed in January, 2014 and the mayor told him he planned on reading it during an upcoming trip.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_5542-5692,Cochran also admitted that he gave copies of the book to several members of the fire department – individuals with whom he had personal relationships.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_5695-5774,The mayor also took issue with Cochran speaking publicly about his suspension.,ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
021_5775-5860,"However, Cochran said he honored the mayor’s guidance and did not speak to the media.",FACT-TESTIMONY,FACT-TESTIMONY,ANECDOTE,FACT-TESTIMONY
021_5861-5918,"He did, however, share his testimony in several churches.",ASSERTION,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_5922-5979,"“I did not dishonor him in the process,” Cochran told me.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_5983-6040,Cochran wants to make clear that he does not hate anyone.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
021_6044-6126,"“The essence of the Christian faith is a love without condition, sir,” he told me.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_6127-6377,“I have demonstrated that love in the fire service for 34 years. There’s not any person of any people group that has interacted with me for any measure of time that can say I have hate or disregard or discrimination in my heart for any people group.”,FACT-TESTIMONY,FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY
021_6381-6523,Cochran’s plight has drawn condemnation from a number of religious groups across Georgia including the influential Georgia Baptist Convention.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
021_6527-6611,"“This is appalling,” said Robert White, president of the Georgia Baptist Convention.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_6612-6669,“This has everything to do with his religious beliefs.”,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_6671-6760,White told me he believes the mayor succumbed to pressure from the city’s LGBT community.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_6764-6902,"“It’s a frightening day in the United States when a person cannot express their faith without fears of persecution following,” he told me.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_6903-6996,“It’s persecution when a godly fire chief loses his job over expressing his Christian faith.”,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_7000-7112,And the fire chief’s firing could spark public protests and demonstrations from the state’s Christian community.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
021_7116-7179,"“We’re past the point of taking a public stand,” White told me.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_7180-7225,“Christians must stand up for their rights.”,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_7228-7307,Cochran told me he is considering his legal options – but one thing is certain.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_7308-7349,He has no desire to get his old job back.,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_7353-7428,"“I believe God has greater things for me,” the father and grandfather said.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_7429-7491,“I love the fire services. It’s a childhood dream come true.”,FACT-TESTIMONY,FACT-TESTIMONY,ASSERTION,FACT-TESTIMONY
021_7494-7539,And don’t go feeling sorry for Chief Cochran.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
021_7543-7598,"“I’m not discouraged and I’m not downtrodden,” he said.",FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
021_7599-7689,“This is a God thing and He’s going to do great things and He will vindicate me publicly.”,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY,FACT-TESTIMONY
022_0-228,You would be forgiven for thinking that centuries of human society would mean that we were now at a stage where we didn’t need help finding another human being whom we could bear to be around and who wanted to get naked with us.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_229-255,But you would be mistaken.,OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
022_256-355,It seems as time progresses we need more and more tactics for tricking someone into a relationship.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_356-485,"Some people need pickup artists to help them manipulate women, others think “science” will provide the 21st-century love potion.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_488-629,"In the latest use of scientists’ time, they have found that eating dessert on a date increases the likelihood that there’ll be a second date.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_630-803,"This research is flawed on a number of levels, not least because you shouldn’t have a meal on a first date: too many food-related potential disasters and not enough alcohol.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_803-945,"Plus, if you’re on a date with a diabetic, you could be responsible for putting them into a coma, which is likely to hamper the relationship.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_948-1029,"Instead, here are some further helpful dos and don’ts when it comes to dating:",OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
022_1031-1055,1) Don’t call it dating.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
022_1056-1100,It’s a horrible word and a horrible concept.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_1100-1207,"Instead, think of it as going for a drink or to a gallery or whatever, and there being someone else there.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_1208-1305,This relieves the pressure to be attractive and the crushing disappointment that comes with it.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_1307-1323,2) Do get drunk.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
022_1324-1353,There is no downside to this.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_1354-1390,"OK, there are a couple of downsides.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_1391-1606,"The trick is to get drunk enough to be hilariously funny, intelligent and confident but not so drunk that you lower your standards and impair your ability to get the hell out of there if it becomes boring or creepy.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_1607-1727,"Even if you get so drunk that you dance on a table, start crying or vomit into your lap, you can always blame the booze.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_1728-1813,"If you don’t drink, then I’m afraid there is nothing I can do for you: best of luck.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_1816-1849,3) Don’t be too self-deprecating.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
022_1849-2156,"It is a good idea to show that you don’t take yourself too seriously and it can be endearing, but keep it to the stories about giving a presentation with your skirt/shirt tucked into your knickers/Y-fronts or when you had a conversation about nobody taking you seriously while you had mustard on your face.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_2157-2236,Save the stories about when you soiled yourself until at least the fourth date.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_2236-2335,You don’t want to waste these comedy gold stories on someone you might only see a couple of times.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_2336-2453,"When it comes to defecating stories, you don’t want to unload your A-list stories on someone who might not be worthy.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_2454-2524,"This is a journey of discovery, so temporarily hold some mystery back.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_2528-2558,4) Do find out their politics.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
022_2559-2627,Life is too short to waste on someone who thinks Hitler had a point.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_2628-2853,"It is good to surround yourself with people with different views to your own because arguments are fun, but everyone has their red-line issues and you might as well shake them down on these before you spend too much on booze.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_2853-3086,"So try to turn the conversation round to Ched Evans, free speech or the order of greatness of the Star Wars films (which for reference is: episode V, episode IV, Episode VI, episodes I-III don’t exist and should never be mentioned).",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_3087-3192,"If you feel they’re wildly wrong on any of these subjects, shriek that you’ve left the oven on and run.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_3194-3236,5) Don’t talk about your ex(es) all night.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
022_3237-3415,"You may like to use every opportunity to talk about the profound personality flaws of your former lovers, but it’s rather ungallant and makes you look slightly like a psychopath.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_3416-3590,"You want to hint at the fact that you have been in a relationship before, as it implies that there are human beings who don’t find your regular presence completely loathsome.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_3591-3727,But make sure you don’t get a nervous tick when you talk about it or start stabbing the table – these are what are known as “giveaways”.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_3731-3838,"In general, we have to be a little wary of claims that science holds the key to love, as many myths abound.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_3839-3885,"For instance, pheromones don’t work in humans.",ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
022_3886-4072,"Dopamine is released when you’re in love and when you eat chocolate, but also when you take cocaine and smoke fags, and the latter two may very well hamper your success at relationships.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
022_4073-4221,Other research shows that you increase your chances of falling in love if you ask just 36 questions and then stare into their eyes for four minutes.,ASSERTION,ASSERTION,FACT-TESTIMONY,ASSERTION
022_4222-4354,"Which looks a lot like just showing an interest in someone and finding out you have things in common, so not exactly rocket science.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_0-146,"Dec. 30, 2014: A costumed character dressed as the Statue of Liberty stands in a quiet area of Times Square in New York. (AP Photo/Kathy Willens)",NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT
025_149-250,New Year’s resolutions often lose their power so quickly and completely that they have become cliché.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_251-343,"But there are real, easily achieved ways to positively impact your life beginning January 1.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_343-378,I’ve assembled a cheat sheet of 15.,ASSERTION,OTHER-FORM,NON-ARGUMENT,OTHER-FORM
025_379-454,"They aren’t in any particular order, so you can pick any one to start with.",ASSERTION,OTHER-FORM,NON-ARGUMENT,OTHER-FORM
025_458-544,"If you complete just five, you’ll notice a demonstrable improvement in your existence.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_544-603,"But if you get through all 15, you could remake your life.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_607-620,ADVERTISEMENT,NON-ARGUMENT,NON-ARGUMENT,None,NON-ARGUMENT
025_624-638,ADVERTISEMENT,NON-ARGUMENT,NON-ARGUMENT,None,NON-ARGUMENT
025_641-817,1\. Try to recall one dream you had as a kid — whether it was being a poet or a rock drummer or a multimillionaire stock trader — and take just a single step in that direction.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_818-907,"So often, the ideas we had as children were good ones, and we abandoned them out of fear.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_907-1080,"The step in the direction of your childhood dream can be very modest — signing up for a symposium on poetry, scheduling a single drum lesson, buying a DVD on stock trading.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_1081-1164,Frozen dreams have a way of thawing out rapidly when you warm them just a tiny bit.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_1168-1293,"2\. Think of your life story, going all the way back to infancy, as an autobiographical book that you can hold in your hands.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_1293-1385,"Now, imagine which page or paragraph you are tempted to tear out and remove from the story.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_1386-1495,That page or paragraph might be the one that makes you feel profoundly sad or powerless or guilty or ashamed.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_1495-1602,"Next, share it with someone who knows you well but has never heard about that event or phase in your life.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_1602-1727,Being willing to disclose the events in life we want to turn a blind eye to takes away the power those events have over us.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_1730-1845,3\. Give a meaningful gift to a friend of yours on a random day — not his birthday or her anniversary or Christmas.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_1846-1941,"Giving gifts on those days is fine, but that isn’t the same as an unexpected, unscheduled gift.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_1942-2046,Those are the ones that feel riskier to give and have more power to bond you to others who receive them.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_2047-2152,"And that’s because they’re real and independent expressions of friendship, affection, admiration or love.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_2156-2342,"4\. Send handwritten notes to three people you admire most in the world, no matter how powerful or famous, tell them sincerely exactly why you admire them and ask to meet for 10 minutes.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_2343-2407,There’s a real chance one of them will take you up on the offer.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_2408-2531,"And that one meeting could change you, because great energy is contagious and being in the company of it can stay with you.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_2535-2613,5\. Give some amount (no matter how small) to the charity you care most about.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_2613-2748,"Giving is a miracle, because it helps others while also telling your unconscious mind that yours is a life of abundance, not scarcity.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_2748-2801,And that invites more treasures into your existence.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_2805-2882,6\. Stop telling yourself you love people just because you grew up with them.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_2883-2929,"This is a big one, but a really important one.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_2930-3016,Did your parents and siblings earn your love by unconditionally loving you as a child?,RH-QUESTION,ASSERTION,RH-QUESTION,RH-QUESTION
025_3017-3030,"If so, great.",OTHER-FORM,ASSERTION,OTHER-FORM,OTHER-FORM
025_3031-3212,"But if you’ve been wishing that had been the case and have felt unwilling to let the dream of having had unconditionally loving parents or siblings slip away, then loosen your grip.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_3213-3324,"If the people you grew up with weren’t focused on helping you stay true to yourself, then admit it to yourself.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_3325-3402,You might stop unconsciously recruiting people just like them into your life.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_3406-3452,7\. Schedule an initial psychotherapy session.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_3453-3537,Psychotherapy is the gold standard way to begin to get to know yourself more deeply.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_3538-3682,"In a world of distractions and depersonalization, it remains the technique most reliably focused on restoring your connection to your true self.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_3683-3807,"Hopefully, that first session will convince you of the power of psychotherapy to change your life, and you’ll schedule more.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_3808-3930,No one with the financial ability to be in psychotherapy should deny himself or herself that transformational opportunity.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_3934-4011,"8\. Get angry about something unfair, say so out loud and don’t stand for it.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_4012-4143,Anger gets a really bad rap in our culture; it’s accused of everything from destroying people spiritually to causing heart attacks.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_4144-4183,But suppressed anger can be more toxic.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_4184-4384,"When you’re offended by something you hear about in the news or you see unfolding in your personal life, try saying so, in no uncertain terms, when you’re asked about it — or maybe even if you aren’t.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_4385-4614,"For those of you who have been living lives of quiet frustration, letting yourselves be very direct and very mad about something that sincerely outrages you can start to crack the shell that has your most powerful self inside it.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_4618-4674,9\. Take two minutes to think about life as a labyrinth.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_4675-4729,Mazes are built to frustrate people and get them lost.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_4730-4831,They’re full of dead ends designed to make people give up and call for helicopters to pluck them out.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_4832-4855,Not so with labyrinths.,OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
025_4855-4898,Labyrinths may wind this way and that way.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_4899-4961,They may take you far from where you thought you were heading.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_4962-5006,"But they always, always lead to the center.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_5006-5035,And that’s what life is like.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_5036-5118,"Keep walking, keep your faith and life will take you where you are supposed to go.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_5119-5204,"The turn toward the center could be just a few steps away, when you least expect it.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_5207-5239,"10\. Try praying, at least once.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_5240-5439,"If you haven’t prayed ever or haven’t prayed lately, you’ll discover that the act of praying for what you care deeply about has the effect of reminding you what that thing or those things really are.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_5440-5547,It also has the effect of reminding you that there is a great power in the universe that you are a part of.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_5548-5700,There’s something interesting about praying; even people who say they don’t believe in God are loathe to pray for the opposite of what they really want.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_5700-5710,How come?,RH-QUESTION,RH-QUESTION,RH-QUESTION,RH-QUESTION
025_5711-5786,"Is it because that, underneath all that cynicism, they actually do believe?",RH-QUESTION,RH-QUESTION,RH-QUESTION,RH-QUESTION
025_5790-5937,"11\. Read ""Franny and Zooey"" by J.D. Salinger, ""The War of Art"" by Steven Pressfield or ""Blue Dog"" by George Rodrigue (or, even better, all three).",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_5938-6121,"These slim volumes have the power to transform people, and I keep handing them out to patients and friends (along with — please forgive the narcissism — my book, ""Living the Truth"").",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_6124-6150,12\. Buy one piece of art.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_6151-6183,It doesn’t need to be expensive.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_6184-6215,It just needs to appeal to you.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_6216-6220,Why?,RH-QUESTION,RH-QUESTION,RH-QUESTION,RH-QUESTION
025_6221-6306,"Because art is the antidote to our sometimes sterile, technologically driven culture.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_6307-6363,It makes humanity go viral in a way that YouTube can’t.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_6363-6467,It also confirms your connection to things that can’t be measured — like your personal vision of beauty.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_6471-6521,"13\. Watch the movie ""Miracle,"" with Kurt Russell.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_6522-6683,"This film about the 1980 U.S. Olympic men’s hockey team defeating Russia’s team is so good, it can convince you to take on the next great challenge in your life.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_6684-6751,I don’t know anyone who has watched it and been unaffected by it.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_6753-6858,14\. Tell your romantic partner one thing you would find exciting that you have not yet told that person.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_6859-7011,"In my experience as a therapist, I’ve found that people can remain strangers to one another, in terms of passion, even after 10 or 20 years of marriage.",ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_7012-7035,We keep sexual secrets.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_7036-7048,Let one out.,OTHER-FORM,ASSERTION,OTHER-FORM,OTHER-FORM
025_7049-7066,See what happens.,OTHER-FORM,ASSERTION,OTHER-FORM,OTHER-FORM
025_7067-7081,Take the risk.,OTHER-FORM,ASSERTION,OTHER-FORM,OTHER-FORM
025_7085-7116,15\. Stand up for someone else.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_7117-7153,You’ll have the opportunity in 2015.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_7154-7164,I promise.,OTHER-FORM,ASSERTION,OTHER-FORM,OTHER-FORM
025_7165-7184,Maybe in your home.,OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
025_7185-7212,Maybe in your neighborhood.,OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
025_7213-7227,Maybe at work.,OTHER-FORM,ASSERTION,ASSERTION,ASSERTION
025_7227-7288,Defending someone will reassure that person and empower you.,ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_7291-7359,"So, there are your 15 keys to making 2015 a transformational year.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_7362-7374,Don’t delay.,OTHER-FORM,ASSERTION,OTHER-FORM,OTHER-FORM
025_7375-7487,"Start on the list January 1, and by this time next year, God willing, you’ll be ready for the 16 steps for 2016.",ASSERTION,ASSERTION,OTHER-FORM,ASSERTION
025_7488-7551,Like is life that: a never-ending process of self-improvement.,ASSERTION,ASSERTION,ASSERTION,ASSERTION
025_7553-7630,Dr. Keith Ablow is a psychiatrist and member of the Fox News Medical A-Team.,FACT-TESTIMONY,FACT-TESTIMONY,NON-ARGUMENT,FACT-TESTIMONY
025_7631-7679,Dr. Ablow can be reached at info@keithablow.com.,FACT-TESTIMONY,NON-ARGUMENT,NON-ARGUMENT,NON-ARGUMENT
